来源作者,期刊,年度(期),标题,作者,机构,下载量,页码,页数,大小
盛斌,金融研究 .,2023 (09),最低工资标准与制造业产能利用率,毛其淋1 杨琦2 盛斌3,1.南开大学跨国公司研究中心 2.南开大学经济行为与政策模拟实验室 3.南开大学经济学院,下载：2116,页码：20-37,页数：18,大小：991K
盛斌,人民论坛·学术前沿 .,2023 (15),亚洲区域经济一体化与亚洲增长新动能,盛斌,南开大学,下载：787,页码：5-12,页数：8,大小：2658K
盛斌,国际经济合作 .,2023 (04),中国自由贸易试验区建设十周年：回顾与展望,"裴长洪1,2 崔卫杰3 赵忠秀1 盛斌4 韩剑5,6 裴桂芬7,8",1.对外经济贸易大学 2.中国社科院—上海市人民政府上海研究院 3.商务部国际贸易经济合作研究院 4.南开大学 5.南京大学商学院 6.中国（江苏）自由贸易试验区研究院 7.河北大学经济学院 8.河北大学自贸试验区研究院,下载：2027,页码：1-32+91-92,页数：34,大小：2016K
盛斌,世界社会科学 .,2023 (04),数字贸易规则谈判与中国利益,高疆1 盛斌2,1.上海社会科学院世界经济研究所 2.南开大学,下载：937,页码：171-187+246,页数：18,大小：1253K
盛斌,财经研究 .,"2023 ,49 (04)",数字经济与全球价值链国内链长,刘宇英 盛斌,南开大学经济学院,下载：3797,页码：35-49,页数：15,大小：1364K
盛斌,国际贸易问题 .,2023 (01),区域与双边视角下数字贸易规则的协定模板与核心议题,盛斌1 陈丽雪2,1.南开大学国际经济研究所 2.南开大学经济学院国际经济研究所,下载：4258,页码：19-35,页数：17,大小：275K
盛斌,财经科学 .,2022 (12),学习阐释中国共产党二十大报告笔谈,盛斌1 尹庆双2 周文3 唐晓勇4 李涵5 廖宏斌6 董艳7,1.南开大学 2.西南财经大学 3.复旦大学马克思主义研究院 4.西南财经大学马克思主义学院 5.西南财经大学国际商学院 6.西南财经大学公共管理学院 7.西南财经大学经济与管理研究院,下载：846,页码：1-19,页数：19,大小：892K
盛斌,世界经济研究 .,2022 (12),构建中国特色开放型经济学理论体系：从发展自信到理论自信,盛斌,南开大学,下载：554,页码：16-19,页数：4,大小：958K
盛斌,学术研究 .,2022 (12),全球价值链嵌入、汇率变动与出口产品价格——基于中国的经验研究,"盛斌1,2 吕云龙3",1.南开大学跨国公司研究中心 2.南开大学经济学院 3.中国宏观经济研究院市场与价格研究所,下载：748,页码：107-114+211,页数：9,大小：2151K
盛斌,消费经济 .,"2022 ,38 (06)",大国经济开放的国际政治经济学视角考察——《新兴大国经济开放战略》评介,盛斌,南开大学经济学院,下载：271,页码：94,页数：1,大小：1668K
盛斌,经济学动态 .,2022 (11),深入学习贯彻党的二十大精神笔谈,丁任重1 朱恒鹏2 刘守英3 平新乔4 盛斌5,1.西南财经大学经济学院 2.中国社会科学院经济研究所 3.中国人民大学经济学院 4.北京大学经济学院 5.南开大学,下载：1200,页码：3-26,页数：24,大小：1435K
盛斌,经济科学 .,2022 (05),金融结构如何影响了中国企业出口国内附加值?,景光正1 盛斌2,1.北京大学国家发展研究院 2.南开大学经济学院,下载：1745,页码：59-77,页数：19,大小：1261K
盛斌,开放导报 .,2022 (05),在大变局中为全球治理贡献中国动力,"盛斌1,2",1.南开大学 2.南开大学经济学院,下载：451,页码：3,页数：1,大小：592K
盛斌,开放导报 .,2022 (04),以制度型开放为核心推进高水平对外开放,盛斌1 黎峰2,1.南开大学经济学院 2.江苏省社会科学院,下载：1473,页码：15-20,页数：6,大小：542K
盛斌,国外社会科学 .,2022 (04),多边贸易框架下的数字规则：进展、共识与分歧,盛斌1 陈丽雪2,1.南开大学经济学院 2.南开大学国际经济研究所,下载：1985,页码：93-110+198,页数：19,大小：254K
盛斌,世界知识 .,2022 (12),构建基于包容性全球化的全球治理体制,"盛斌1,2",1.南开大学经济学院 2.中国世界经济学会,下载：321,页码：24-26,页数：3,大小：4890K
盛斌,国际经济评论 .,查看该刊数据库收录来源,俄乌冲突对国际经贸格局的影响,"易小准1 李晓2,3,4 盛斌5,6 杨宏伟7 曹宝明8 徐坡岭9",1.世界贸易组织 2.吉林大学 3.广州商学院 4.横琴智慧金融研究院 5.南开大学经济学院 6.中国世界经济学会 7.中国宏观经济研究院能源研究所 8.南京财经大学粮食安全与战略研究中心 9.中国社会科学院俄罗斯东欧中亚研究所俄罗斯经济室,下载：5296,页数：29,大小：656K,
盛斌,国际经济评论 .,2022 (03),俄乌冲突对国际经贸格局的影响,"易小准 李晓1,2,3 盛斌4,5 杨宏伟6 曹宝明7 徐坡岭8",1.吉林大学 2.广州商学院 3.广州商学院横琴智慧金融研究院 4.南开大学经济学院 5.中国世界经济学会 6.中国宏观经济研究院能源研究所 7.南京财经大学粮食安全与战略研究中心 8.中国社会科学院俄罗斯东欧中亚研究所俄罗斯经济室,下载：20378,页码：9-37+4,页数：30,大小：1287K
盛斌,中国工业经济 .,2022 (02),银行分支机构扩张与企业出口国内附加值率——基于金融供给地理结构的视角,"盛斌1,2 王浩1",1.南开大学经济学院 2.南开大学跨国公司研究中心,下载：67,页码：101-119,页数：19,大小：2095K
盛斌,中国工业经济 .,2022 (02),银行分支机构扩张与企业出口国内附加值率——基于金融供给地理结构的视角,"盛斌1,2 王浩1",1.南开大学经济学院 2.南开大学跨国公司研究中心,下载：11521,页码：99-117,页数：19,大小：571K
盛斌,国际贸易问题 .,2022 (02),全球价值链与城市产业结构升级:影响与机制,"赵文涛1 盛斌2,3",1.天津财经大学经济学院 2.南开大学经济学院 3.南开大学跨国公司研究中心,下载：3455,页码：54-69,页数：16,大小：1083K
盛斌,求是学刊 .,"2022 ,49 (01)",数字经济背景下全球价值链对性别收入分配的影响,盛斌1 吴晓雯2,1.南开大学经济学院 2.南开大学经济学院国际经济研究所,下载：2588,页码：42-55,页数：14,大小：1521K
盛斌,南京社会科学 .,2022 (01),中国数字经济发展指数的测度与空间分异特征研究,盛斌1 刘宇英2,1.南开大学经济学院 2.南开大学经济学院国际经济研究所,下载：12107,页码：43-54,页数：12,大小：1924K
盛斌,经济发展研究 .,2022 (01),全球价值链与劳动收入份额——基于跨国行业面板数据的经验研究,"盛斌1,2 郝碧榕3",1.南开大学经济学院 2.南开大学跨国公司研究中心 3.中国宏观经济研究院对外经济研究所,下载：172,页码：96-114,页数：19,大小：2014K
盛斌,财贸研究 .,"2021 ,32 (11)",金融开放、自主创新与企业出口产品质量——来自外资银行进入中国的经验分析,盛斌 王浩,南开大学,下载：3664,页码：1-15,页数：15,大小：243K
盛斌,金融研究 .,2021 (10),劳动力成本对中国加工贸易规模及转型升级的影响,毛其淋 盛斌,南开大学跨国公司研究中心,下载：4342,页码：59-77,页数：19,大小：212K
盛斌,财贸经济 .,查看该刊数据库收录来源,汇率波动、金融结构与技术创新,盛斌1 景光正2,1.南开大学经济学院 2.北京大学国家发展研究院,下载：237,页数：15,大小：1498K,
盛斌,财贸经济 .,"2021 ,42 (10)",汇率波动、金融结构与技术创新,盛斌1 景光正2,1.南开大学经济学院 2.北京大学国家发展研究院,下载：2656,页码：132-146,页数：15,大小：1566K
盛斌,经济学(季刊) .,"2021 ,21 (05)",产业集聚、集聚外部性与企业减排——来自中国的微观新证据,苏丹妮1 盛斌2,1.南开大学跨国公司研究中心 2.南开大学经济学院,下载：12397,页码：1793-1816,页数：24,大小：275K
盛斌,世界经济与政治论坛 .,2021 (05),经济全球化中的生产要素分工、流动与收益,盛斌1 黎峰2,1.南开大学经济学院 2.江苏省社会科学院世界经济研究所,下载：1905,页码：1-22,页数：22,大小：290K
盛斌,世界经济研究 .,2021 (09),贸易保护诱发中国制造业对外直接投资了吗?:来自84个细分行业的经验证据,杨丽丽1 盛斌2 许斐然1,1.江苏大学财经学院 2.南开大学经济学院,下载：2125,页码：118-133+136,页数：17,大小：446K
盛斌,经济科学 .,2021 (04),全球价值链嵌入与中国经济增长的“结构路径之谜”,盛斌1 赵文涛2,1.南开大学经济学院 2.天津财经大学经济学院,下载：2151,页码：20-36,页数：17,大小：540K
盛斌,国际贸易问题 .,2021 (08),数字贸易:一个分析框架,"盛斌1 高疆2,3",1.南开大学经济学院 2.上海社会科学院世界经济研究所 3.上海WTO事务咨询中心,下载：7427,页码：1-18,页数：18,大小：175K
盛斌,国际贸易问题 .,2021 (07),出口的环境效应:来自中国企业的微观证据,苏丹妮 盛斌,南开大学经济学院,下载：2921,页码：142-158,页数：17,大小：505K
盛斌,中国工业经济 .,2021 (06),服务业外资开放如何影响企业环境绩效——来自中国的经验,苏丹妮 盛斌,南开大学经济学院,下载：245,页码：63-81,页数：19,大小：10905K
盛斌,中国工业经济 .,2021 (06),服务业外资开放如何影响企业环境绩效——来自中国的经验,苏丹妮 盛斌,南开大学经济学院,下载：15976,页码：61-79,页数：19,大小：1708K
盛斌,金融研究 .,2021 (05),金融结构如何影响了外资进入方式选择?,景光正 盛斌,南开大学经济学院,下载：3441,页码：59-77,页数：19,大小：197K
盛斌,中国经济评论 .,2021 (04),中国、CPTPP和国际经贸新规则,盛斌,南开大学经济学院,下载：1492,页码：92-96,页数：5,大小：656K
盛斌,当代美国评论 .,"2021 ,5 (01)",美国贸易政策评析与中美经贸关系展望,"盛斌1,2 孙天昊3",1.南开大学跨国公司研究中心 2.南开大学经济学院 3.中国社会科学院美国研究所,下载：2551,页码：1-14+122,页数：15,大小：146K
盛斌,国际金融研究 .,2021 (03),跨国并购、汇率变动与全球价值链地位,景光正1 盛斌2,1.南开大学经济学院国际经济研究所 2.南开大学经济学院,下载：2594,页码：37-46,页数：10,大小：1308K
盛斌,国际贸易问题 .,2021 (02),全球价值链嵌入与技能溢价——基于中国微观企业数据的经验分析,"盛斌1,2,3 郝碧榕1",1.南开大学经济学院 2.南开大学跨国公司研究中心 3.南开大学中国特色社会主义经济建设协同创新中心,下载：3225,页码：80-95,页数：16,大小：183K
盛斌,产业经济研究 .,2021 (01),企业规模、市场集中度与劳动收入份额,盛斌 郝碧榕,南开大学经济学院,下载：3832,页码：1-14,页数：14,大小：740K
盛斌,华东师范大学学报(自然科学版) .,2020 (S1),海上丝绸之路背景下的巴中农业贸易往来（英文）,QAMRI Ghulam Muhammad1 盛斌1 LATIF Yousaf2 SARWAR Adeeba3,1.南开大学国际经济研究所&中国经济协作创新研究中心 2.南开大学经济学院 3.教育大学,下载：113,页码：184-187,页数：4,大小：921K
盛斌,国际经贸探索 .,"2020 ,36 (11)",“以人为本”的贸易与投资政策:基于APEC的经验研究,盛斌 靳晨鑫,南开大学经济学院,下载：593,页码：4-19,页数：16,大小：230K
盛斌,国际商务研究 .,"2020 ,41 (06)",全球数据价值链:新分工、新创造与新风险,盛斌 张子萌,南开大学经济学院,下载：1727,页码：19-31,页数：13,大小：975K
盛斌,亚太经济 .,2020 (05),APEC经济体包容性增长：理念、评估与行动,"盛斌1,2 靳晨鑫3",1.南开大学经济学院 2.中国APEC研究院 3.南开大学经济学院国际经济研究所,下载：847,页码：5-13+149,页数：10,大小：1703K
盛斌,财贸经济 .,"2020 ,41 (09)",地区全球价值链、市场分割与产业升级——基于空间溢出视角的分析,"盛斌1,2 赵文涛3",1.南开大学经济学院 2.南开大学跨国公司研究中心 3.南开大学经济学院、中国特色社会主义经济建设协同创新中心,下载：4900,页码：131-145,页数：15,大小：406K
盛斌,中国中小企业 .,2020 (09),面对“狼来了”全球供应链将如何应对,"盛斌1,2,3,4,5,6 冯迪凡 高雅",1.南开大学经济学院国际经济研究所 2.南开大学经济学院 3.中国APEC研究院 4.中国世界经济学会 5.中国国际贸易学会 6.全国美国经济学会,下载：246,页码：52-53,页数：2,大小：1416K
盛斌,国际贸易问题 .,2020 (08),进出口能否“稳就业”——来自中国工业企业的微观证据,李磊1 盛斌1 王小洁2,1.南开大学经济学院、跨国公司研究中心、中国特色社会主义经济建设协同创新中心 2.中国海洋大学管理学院、管理创新与环境战略研究中心,下载：2344,页码：1-18,页数：18,大小：977K
盛斌,国外社会科学 .,2020 (04),超越传统贸易:数字贸易的内涵、特征与影响,"盛斌1 高疆2,3",1.南开大学经济学院 2.上海社会科学院世界经济研究所 3.上海WTO事务咨询中心,下载：8740,页码：18-32,页数：15,大小：293K
盛斌,城市问题 .,2020 (06),我国流动人口社会融合的多维度实证研究,景光正 盛斌,南开大学经济学院国际经济研究所,下载：1684,页码：4-11,页数：8,大小：420K
盛斌,社会科学文摘 .,2020 (05),逆全球化:思潮、原因与反思,盛斌1 黎峰2,1.南开大学经济学院 2.江苏省社会科学院世界经济研究所,下载：2251,页码：11-13,页数：3,大小：935K
